SAMPLE_ID,A_SECTOR,SHELF,SAMPLE_DATE,AIMS_REEF_NAME,REEF_NAME,FULLREEF_ID,REPORT_YEAR,VISIT_NO,REEF_LAT,REEF_LONG,OPENORCLOSED,OPENORCLOSED_AFTER2004,MP_ZONE,NEW_ZONE_2004,SITE_NO,TRANSECT_NO,WHITESYNDROME,SEB_DISEASE,BROWNB_DISEASE,BLACKBAND,AN,U_SCAR
GX616,CL,M,30/06/2001,Macgillivray Reef,MACGILLIVRAY REEF,14114S,2002,10,-14.65,145.4916667,C,C,NP/BZ/NS,Scientific Research,1,1,0,0,0,0,0,0
GX617,CL,M,30/06/2001,Macgillivray Reef,MACGILLIVRAY REEF,14114S,2002,10,-14.65,145.4916667,C,C,NP/BZ/NS,Scientific Research,1,2,0,0,0,0,0,0
GX618,CL,M,30/06/2001,Macgillivray Reef,MACGILLIVRAY REEF,14114S,2002,10,-14.65,145.4916667,C,C,NP/BZ/NS,Scientific Research,1,3,0,0,0,0,0,1
GX619,CL,M,30/06/2001,Macgillivray Reef,MACGILLIVRAY REEF,14114S,2002,10,-14.65,145.4916667,C,C,NP/BZ/NS,Scientific Research,1,4,0,0,0,0,0,0
GX620,CL,M,30/06/2001,Macgillivray Reef,MACGILLIVRAY REEF,14114S,2002,10,-14.65,145.4916667,C,C,NP/BZ/NS,Scientific Research,1,5,0,0,0,0,0,0
GX621,CL,M,30/06/2001,Macgillivray Reef,MACGILLIVRAY REEF,14114S,2002,10,-14.65,145.4916667,C,C,NP/BZ/NS,Scientific Research,2,1,0,0,0,0,0,0
GX622,CL,M,30/06/2001,Macgillivray Reef,MACGILLIVRAY REEF,14114S,2002,10,-14.65,145.4916667,C,C,NP/BZ/NS,Scientific Research,2,2,0,0,0,0,0,1
GX623,CL,M,30/06/2001,Macgillivray Reef,MACGILLIVRAY REEF,14114S,2002,10,-14.65,145.4916667,C,C,NP/BZ/NS,Scientific Research,2,3,0,0,0,0,0,0
GX624,CL,M,30/06/2001,Macgillivray Reef,MACGILLIVRAY REEF,14114S,2002,10,-14.65,145.4916667,C,C,NP/BZ/NS,Scientific Research,2,4,0,0,0,0,0,0
GX625,CL,M,30/06/2001,Macgillivray Reef,MACGILLIVRAY REEF,14114S,2002,10,-14.65,145.4916667,C,C,NP/BZ/NS,Scientific Research,2,5,0,0,0,0,0,0
GX601,CL,O,30/06/2001,No Name Reef,NO NAME REEF,14139S,2002,10,-14.65,145.65,C,C,NP/BZ/NS,Marine National Park,1,1,8,0,0,0,0,0
GX602,CL,O,30/06/2001,No Name Reef,NO NAME REEF,14139S,2002,10,-14.65,145.65,C,C,NP/BZ/NS,Marine National Park,1,2,4,0,0,0,0,0
GX603,CL,O,30/06/2001,No Name Reef,NO NAME REEF,14139S,2002,10,-14.65,145.65,C,C,NP/BZ/NS,Marine National Park,1,3,5,0,0,0,0,1
GX604,CL,O,30/06/2001,No Name Reef,NO NAME REEF,14139S,2002,10,-14.65,145.65,C,C,NP/BZ/NS,Marine National Park,1,4,4,0,0,0,0,1
GX605,CL,O,30/06/2001,No Name Reef,NO NAME REEF,14139S,2002,10,-14.65,145.65,C,C,NP/BZ/NS,Marine National Park,1,5,3,0,0,0,0,3
GX040,CL,I,1/07/2001,Martin Reef,MARTIN REEF(14123),14123S,2002,10,-14.76666667,145.3583333,O,O,HP,Habitat Protection,1,1,0,0,0,0,0,3
GX041,CL,I,1/07/2001,Martin Reef,MARTIN REEF(14123),14123S,2002,10,-14.76666667,145.3583333,O,O,HP,Habitat Protection,1,2,0,0,0,0,0,0
GX042,CL,I,1/07/2001,Martin Reef,MARTIN REEF(14123),14123S,2002,10,-14.76666667,145.3583333,O,O,HP,Habitat Protection,1,3,0,0,0,0,0,0
GX043,CL,I,1/07/2001,Martin Reef,MARTIN REEF(14123),14123S,2002,10,-14.76666667,145.3583333,O,O,HP,Habitat Protection,1,4,0,0,0,0,0,0
GX044,CL,I,1/07/2001,Martin Reef,MARTIN REEF(14123),14123S,2002,10,-14.76666667,145.3583333,O,O,HP,Habitat Protection,1,5,0,0,0,0,0,1
GX045,CL,I,1/07/2001,Martin Reef,MARTIN REEF(14123),14123S,2002,10,-14.76666667,145.3583333,O,O,HP,Habitat Protection,2,1,0,0,0,0,0,1
GX046,CL,I,1/07/2001,Martin Reef,MARTIN REEF(14123),14123S,2002,10,-14.76666667,145.3583333,O,O,HP,Habitat Protection,2,2,0,0,0,0,0,4
GX047,CL,I,1/07/2001,Martin Reef,MARTIN REEF(14123),14123S,2002,10,-14.76666667,145.3583333,O,O,HP,Habitat Protection,2,3,0,0,0,0,0,1
GX048,CL,I,1/07/2001,Martin Reef,MARTIN REEF(14123),14123S,2002,10,-14.76666667,145.3583333,O,O,HP,Habitat Protection,2,4,1,0,0,0,0,0
GX049,CL,I,1/07/2001,Martin Reef,MARTIN REEF(14123),14123S,2002,10,-14.76666667,145.3583333,O,O,HP,Habitat Protection,2,5,0,0,0,0,0,1
GX050,CL,I,1/07/2001,Martin Reef,MARTIN REEF(14123),14123S,2002,10,-14.76666667,145.3583333,O,O,HP,Habitat Protection,3,1,0,0,0,0,0,0
GX051,CL,I,1/07/2001,Martin Reef,MARTIN REEF(14123),14123S,2002,10,-14.76666667,145.3583333,O,O,HP,Habitat Protection,3,2,0,0,0,0,0,1
GX052,CL,I,1/07/2001,Martin Reef,MARTIN REEF(14123),14123S,2002,10,-14.76666667,145.3583333,O,O,HP,Habitat Protection,3,3,0,0,0,0,0,1
GX053,CL,I,1/07/2001,Martin Reef,MARTIN REEF(14123),14123S,2002,10,-14.76666667,145.3583333,O,O,HP,Habitat Protection,3,4,0,0,0,0,0,1
GX054,CL,I,1/07/2001,Martin Reef,MARTIN REEF(14123),14123S,2002,10,-14.76666667,145.3583333,O,O,HP,Habitat Protection,3,5,0,0,0,0,0,3
GX055,CL,I,2/07/2001,Linnet Reef,LINNET REEF,14126S,2002,10,-14.78333333,145.3416667,O,O,HP,Habitat Protection,1,1,0,0,0,0,0,0
GX056,CL,I,2/07/2001,Linnet Reef,LINNET REEF,14126S,2002,10,-14.78333333,145.3416667,O,O,HP,Habitat Protection,1,2,0,0,0,0,0,4
GX057,CL,I,2/07/2001,Linnet Reef,LINNET REEF,14126S,2002,10,-14.78333333,145.3416667,O,O,HP,Habitat Protection,1,3,0,0,0,0,0,3
GX058,CL,I,2/07/2001,Linnet Reef,LINNET REEF,14126S,2002,10,-14.78333333,145.3416667,O,O,HP,Habitat Protection,1,4,0,0,0,0,0,3
GX059,CL,I,2/07/2001,Linnet Reef,LINNET REEF,14126S,2002,10,-14.78333333,145.3416667,O,O,HP,Habitat Protection,1,5,0,0,0,0,0,2
GX060,CL,I,2/07/2001,Linnet Reef,LINNET REEF,14126S,2002,10,-14.78333333,145.3416667,O,O,HP,Habitat Protection,2,1,0,0,0,0,0,2
GX061,CL,I,2/07/2001,Linnet Reef,LINNET REEF,14126S,2002,10,-14.78333333,145.3416667,O,O,HP,Habitat Protection,2,2,0,0,0,0,0,1
GX062,CL,I,2/07/2001,Linnet Reef,LINNET REEF,14126S,2002,10,-14.78333333,145.3416667,O,O,HP,Habitat Protection,2,3,0,0,0,0,0,2
GX063,CL,I,2/07/2001,Linnet Reef,LINNET REEF,14126S,2002,10,-14.78333333,145.3416667,O,O,HP,Habitat Protection,2,4,0,0,0,0,0,0
GX064,CL,I,2/07/2001,Linnet Reef,LINNET REEF,14126S,2002,10,-14.78333333,145.3416667,O,O,HP,Habitat Protection,2,5,0,0,0,0,0,3
GX065,CL,I,2/07/2001,Linnet Reef,LINNET REEF,14126S,2002,10,-14.78333333,145.3416667,O,O,HP,Habitat Protection,3,1,0,0,0,0,0,2
GX066,CL,I,2/07/2001,Linnet Reef,LINNET REEF,14126S,2002,10,-14.78333333,145.3416667,O,O,HP,Habitat Protection,3,2,0,0,0,0,0,2
GX067,CL,I,2/07/2001,Linnet Reef,LINNET REEF,14126S,2002,10,-14.78333333,145.3416667,O,O,HP,Habitat Protection,3,3,0,0,0,0,0,6
GX068,CL,I,2/07/2001,Linnet Reef,LINNET REEF,14126S,2002,10,-14.78333333,145.3416667,O,O,HP,Habitat Protection,3,4,0,0,0,0,0,1
GX069,CL,I,2/07/2001,Linnet Reef,LINNET REEF,14126S,2002,10,-14.78333333,145.3416667,O,O,HP,Habitat Protection,3,5,0,0,0,0,0,3
GX070,CL,M,4/07/2001,Lizard Isles,LIZARD ISLAND,14116S,2002,10,-14.675,145.4666667,O,O,GUB,Conservation Park,1,1,0,0,0,0,0,0
GX071,CL,M,4/07/2001,Lizard Isles,LIZARD ISLAND,14116S,2002,10,-14.675,145.4666667,O,O,GUB,Conservation Park,1,2,0,0,0,0,0,0
GX072,CL,M,4/07/2001,Lizard Isles,LIZARD ISLAND,14116S,2002,10,-14.675,145.4666667,O,O,GUB,Conservation Park,1,3,1,0,0,0,0,0
GX073,CL,M,4/07/2001,Lizard Isles,LIZARD ISLAND,14116S,2002,10,-14.675,145.4666667,O,O,GUB,Conservation Park,1,4,0,0,0,0,0,0
GX074,CL,M,4/07/2001,Lizard Isles,LIZARD ISLAND,14116S,2002,10,-14.675,145.4666667,O,O,GUB,Conservation Park,1,5,0,0,0,0,0,0
GX075,CL,M,4/07/2001,Lizard Isles,LIZARD ISLAND,14116S,2002,10,-14.675,145.4666667,O,O,GUB,Conservation Park,2,1,0,0,0,0,0,0
GX076,CL,M,4/07/2001,Lizard Isles,LIZARD ISLAND,14116S,2002,10,-14.675,145.4666667,O,O,GUB,Conservation Park,2,2,0,0,0,0,0,0
GX077,CL,M,4/07/2001,Lizard Isles,LIZARD ISLAND,14116S,2002,10,-14.675,145.4666667,O,O,GUB,Conservation Park,2,3,0,0,0,0,0,0
GX078,CL,M,4/07/2001,Lizard Isles,LIZARD ISLAND,14116S,2002,10,-14.675,145.4666667,O,O,GUB,Conservation Park,2,4,0,0,0,0,0,0
GX079,CL,M,4/07/2001,Lizard Isles,LIZARD ISLAND,14116S,2002,10,-14.675,145.4666667,O,O,GUB,Conservation Park,2,5,0,0,0,0,0,2
GX080,CL,M,4/07/2001,Lizard Isles,LIZARD ISLAND,14116S,2002,10,-14.675,145.4666667,O,O,GUB,Conservation Park,3,1,0,0,0,0,0,1
GX081,CL,M,4/07/2001,Lizard Isles,LIZARD ISLAND,14116S,2002,10,-14.675,145.4666667,O,O,GUB,Conservation Park,3,2,0,0,0,0,0,2
GX082,CL,M,4/07/2001,Lizard Isles,LIZARD ISLAND,14116S,2002,10,-14.675,145.4666667,O,O,GUB,Conservation Park,3,3,0,0,0,0,0,0
GX083,CL,M,4/07/2001,Lizard Isles,LIZARD ISLAND,14116S,2002,10,-14.675,145.4666667,O,O,GUB,Conservation Park,3,4,0,0,0,0,0,0
GX084,CL,M,4/07/2001,Lizard Isles,LIZARD ISLAND,14116S,2002,10,-14.675,145.4666667,O,O,GUB,Conservation Park,3,5,0,0,0,0,0,3
GX085,CL,M,5/07/2001,North Direction Island,NORTH DIRECTION REEF,14143S,2002,10,-14.74166667,145.5083333,O,C,HP,Scientific Research,1,1,0,0,0,0,0,1
GX086,CL,M,5/07/2001,North Direction Island,NORTH DIRECTION REEF,14143S,2002,10,-14.74166667,145.5083333,O,C,HP,Scientific Research,1,2,0,0,0,0,0,0
GX087,CL,M,5/07/2001,North Direction Island,NORTH DIRECTION REEF,14143S,2002,10,-14.74166667,145.5083333,O,C,HP,Scientific Research,1,3,0,0,0,0,0,2
GX088,CL,M,5/07/2001,North Direction Island,NORTH DIRECTION REEF,14143S,2002,10,-14.74166667,145.5083333,O,C,HP,Scientific Research,1,4,0,0,0,0,0,2
GX089,CL,M,5/07/2001,North Direction Island,NORTH DIRECTION REEF,14143S,2002,10,-14.74166667,145.5083333,O,C,HP,Scientific Research,1,5,0,0,0,0,0,1
GX090,CL,M,5/07/2001,North Direction Island,NORTH DIRECTION REEF,14143S,2002,10,-14.74166667,145.5083333,O,C,HP,Scientific Research,2,1,0,0,0,0,0,3
GX091,CL,M,5/07/2001,North Direction Island,NORTH DIRECTION REEF,14143S,2002,10,-14.74166667,145.5083333,O,C,HP,Scientific Research,2,2,0,0,0,0,0,0
GX092,CL,M,5/07/2001,North Direction Island,NORTH DIRECTION REEF,14143S,2002,10,-14.74166667,145.5083333,O,C,HP,Scientific Research,2,3,0,0,0,0,0,3
GX093,CL,M,5/07/2001,North Direction Island,NORTH DIRECTION REEF,14143S,2002,10,-14.74166667,145.5083333,O,C,HP,Scientific Research,2,4,0,0,0,0,0,0
GX094,CL,M,5/07/2001,North Direction Island,NORTH DIRECTION REEF,14143S,2002,10,-14.74166667,145.5083333,O,C,HP,Scientific Research,2,5,0,0,0,0,0,0
GX095,CL,M,5/07/2001,North Direction Island,NORTH DIRECTION REEF,14143S,2002,10,-14.74166667,145.5083333,O,C,HP,Scientific Research,3,1,0,0,0,0,0,0
GX096,CL,M,5/07/2001,North Direction Island,NORTH DIRECTION REEF,14143S,2002,10,-14.74166667,145.5083333,O,C,HP,Scientific Research,3,2,0,0,0,0,0,2
GX097,CL,M,5/07/2001,North Direction Island,NORTH DIRECTION REEF,14143S,2002,10,-14.74166667,145.5083333,O,C,HP,Scientific Research,3,3,0,0,0,0,0,6
GX098,CL,M,5/07/2001,North Direction Island,NORTH DIRECTION REEF,14143S,2002,10,-14.74166667,145.5083333,O,C,HP,Scientific Research,3,4,2,0,0,0,0,5
GX099,CL,M,5/07/2001,North Direction Island,NORTH DIRECTION REEF,14143S,2002,10,-14.74166667,145.5083333,O,C,HP,Scientific Research,3,5,0,0,0,0,0,1
GX626,CL,M,7/07/2001,Macgillivray Reef,MACGILLIVRAY REEF,14114S,2002,10,-14.65,145.4916667,C,C,NP/BZ/NS,Scientific Research,3,1,0,0,0,0,0,4
GX627,CL,M,7/07/2001,Macgillivray Reef,MACGILLIVRAY REEF,14114S,2002,10,-14.65,145.4916667,C,C,NP/BZ/NS,Scientific Research,3,2,0,0,0,0,0,4
GX628,CL,M,7/07/2001,Macgillivray Reef,MACGILLIVRAY REEF,14114S,2002,10,-14.65,145.4916667,C,C,NP/BZ/NS,Scientific Research,3,3,0,0,0,0,0,1
GX629,CL,M,7/07/2001,Macgillivray Reef,MACGILLIVRAY REEF,14114S,2002,10,-14.65,145.4916667,C,C,NP/BZ/NS,Scientific Research,3,4,0,0,0,0,0,0
GX630,CL,M,7/07/2001,Macgillivray Reef,MACGILLIVRAY REEF,14114S,2002,10,-14.65,145.4916667,C,C,NP/BZ/NS,Scientific Research,3,5,0,0,0,0,0,3
GX606,CL,O,7/07/2001,No Name Reef,NO NAME REEF,14139S,2002,10,-14.65,145.65,C,C,NP/BZ/NS,Marine National Park,2,1,0,0,0,0,0,3
GX607,CL,O,7/07/2001,No Name Reef,NO NAME REEF,14139S,2002,10,-14.65,145.65,C,C,NP/BZ/NS,Marine National Park,2,2,2,0,0,0,0,3
GX608,CL,O,7/07/2001,No Name Reef,NO NAME REEF,14139S,2002,10,-14.65,145.65,C,C,NP/BZ/NS,Marine National Park,2,3,6,0,0,0,0,8
GX609,CL,O,7/07/2001,No Name Reef,NO NAME REEF,14139S,2002,10,-14.65,145.65,C,C,NP/BZ/NS,Marine National Park,2,4,0,0,0,0,0,3
GX610,CL,O,7/07/2001,No Name Reef,NO NAME REEF,14139S,2002,10,-14.65,145.65,C,C,NP/BZ/NS,Marine National Park,2,5,0,0,0,0,0,10
GX611,CL,O,7/07/2001,No Name Reef,NO NAME REEF,14139S,2002,10,-14.65,145.65,C,C,NP/BZ/NS,Marine National Park,3,1,5,0,0,0,0,1
GX612,CL,O,7/07/2001,No Name Reef,NO NAME REEF,14139S,2002,10,-14.65,145.65,C,C,NP/BZ/NS,Marine National Park,3,2,2,0,0,0,0,1
GX613,CL,O,7/07/2001,No Name Reef,NO NAME REEF,14139S,2002,10,-14.65,145.65,C,C,NP/BZ/NS,Marine National Park,3,3,3,0,0,0,0,2
GX614,CL,O,7/07/2001,No Name Reef,NO NAME REEF,14139S,2002,10,-14.65,145.65,C,C,NP/BZ/NS,Marine National Park,3,4,3,0,0,0,0,3
GX615,CL,O,7/07/2001,No Name Reef,NO NAME REEF,14139S,2002,10,-14.65,145.65,C,C,NP/BZ/NS,Marine National Park,3,5,4,0,0,0,0,2
GX631,CL,O,7/07/2001,Yonge Reef,YONGE REEF,14138S,2002,10,-14.6,145.625,O,C,HP/NS,Scientific Research,1,1,4,0,0,0,0,3
GX632,CL,O,7/07/2001,Yonge Reef,YONGE REEF,14138S,2002,10,-14.6,145.625,O,C,HP/NS,Scientific Research,1,2,1,0,0,0,0,4
GX633,CL,O,7/07/2001,Yonge Reef,YONGE REEF,14138S,2002,10,-14.6,145.625,O,C,HP/NS,Scientific Research,1,3,2,0,0,0,0,4
GX634,CL,O,7/07/2001,Yonge Reef,YONGE REEF,14138S,2002,10,-14.6,145.625,O,C,HP/NS,Scientific Research,1,4,3,0,0,0,0,3
GX635,CL,O,7/07/2001,Yonge Reef,YONGE REEF,14138S,2002,10,-14.6,145.625,O,C,HP/NS,Scientific Research,1,5,4,0,0,0,0,2
GX636,CL,O,7/07/2001,Yonge Reef,YONGE REEF,14138S,2002,10,-14.6,145.625,O,C,HP/NS,Scientific Research,2,1,6,0,0,0,0,2
GX637,CL,O,7/07/2001,Yonge Reef,YONGE REEF,14138S,2002,10,-14.6,145.625,O,C,HP/NS,Scientific Research,2,2,9,0,0,0,0,1
GX638,CL,O,7/07/2001,Yonge Reef,YONGE REEF,14138S,2002,10,-14.6,145.625,O,C,HP/NS,Scientific Research,2,3,2,0,0,0,0,3
GX639,CL,O,7/07/2001,Yonge Reef,YONGE REEF,14138S,2002,10,-14.6,145.625,O,C,HP/NS,Scientific Research,2,4,6,0,0,0,0,4
GX640,CL,O,7/07/2001,Yonge Reef,YONGE REEF,14138S,2002,10,-14.6,145.625,O,C,HP/NS,Scientific Research,2,5,6,0,0,0,0,3
GX641,CL,O,7/07/2001,Yonge Reef,YONGE REEF,14138S,2002,10,-14.6,145.625,O,C,HP/NS,Scientific Research,3,1,2,0,0,0,0,1
GX642,CL,O,7/07/2001,Yonge Reef,YONGE REEF,14138S,2002,10,-14.6,145.625,O,C,HP/NS,Scientific Research,3,2,0,0,0,0,0,3
GX643,CL,O,7/07/2001,Yonge Reef,YONGE REEF,14138S,2002,10,-14.6,145.625,O,C,HP/NS,Scientific Research,3,3,3,0,0,0,0,2
GX644,CL,O,7/07/2001,Yonge Reef,YONGE REEF,14138S,2002,10,-14.6,145.625,O,C,HP/NS,Scientific Research,3,4,1,0,0,0,0,5
GX645,CL,O,7/07/2001,Yonge Reef,YONGE REEF,14138S,2002,10,-14.6,145.625,O,C,HP/NS,Scientific Research,3,5,2,0,0,0,0,3
GX646,CL,O,8/07/2001,Carter Reef,CARTER REEF,14137S,2002,10,-14.55,145.5833333,C,C,PZ/BZ/NS,Preservation,1,1,13,0,0,0,0,0
GX647,CL,O,8/07/2001,Carter Reef,CARTER REEF,14137S,2002,10,-14.55,145.5833333,C,C,PZ/BZ/NS,Preservation,1,2,10,0,0,0,0,1
GX648,CL,O,8/07/2001,Carter Reef,CARTER REEF,14137S,2002,10,-14.55,145.5833333,C,C,PZ/BZ/NS,Preservation,1,3,8,0,0,0,0,0
GX649,CL,O,8/07/2001,Carter Reef,CARTER REEF,14137S,2002,10,-14.55,145.5833333,C,C,PZ/BZ/NS,Preservation,1,4,15,0,0,0,0,0
GX650,CL,O,8/07/2001,Carter Reef,CARTER REEF,14137S,2002,10,-14.55,145.5833333,C,C,PZ/BZ/NS,Preservation,1,5,8,0,0,0,0,0
GX651,CL,O,8/07/2001,Carter Reef,CARTER REEF,14137S,2002,10,-14.55,145.5833333,C,C,PZ/BZ/NS,Preservation,2,1,10,0,0,0,0,0
GX652,CL,O,8/07/2001,Carter Reef,CARTER REEF,14137S,2002,10,-14.55,145.5833333,C,C,PZ/BZ/NS,Preservation,2,2,7,0,0,0,0,0
GX653,CL,O,8/07/2001,Carter Reef,CARTER REEF,14137S,2002,10,-14.55,145.5833333,C,C,PZ/BZ/NS,Preservation,2,3,9,0,0,0,0,0
GX654,CL,O,8/07/2001,Carter Reef,CARTER REEF,14137S,2002,10,-14.55,145.5833333,C,C,PZ/BZ/NS,Preservation,2,4,5,0,0,0,0,0
GX655,CL,O,8/07/2001,Carter Reef,CARTER REEF,14137S,2002,10,-14.55,145.5833333,C,C,PZ/BZ/NS,Preservation,2,5,4,0,0,0,0,0
GX656,CL,O,8/07/2001,Carter Reef,CARTER REEF,14137S,2002,10,-14.55,145.5833333,C,C,PZ/BZ/NS,Preservation,3,1,5,0,0,0,0,7
GX657,CL,O,8/07/2001,Carter Reef,CARTER REEF,14137S,2002,10,-14.55,145.5833333,C,C,PZ/BZ/NS,Preservation,3,2,2,0,0,0,0,7
GX658,CL,O,8/07/2001,Carter Reef,CARTER REEF,14137S,2002,10,-14.55,145.5833333,C,C,PZ/BZ/NS,Preservation,3,3,1,0,0,0,0,5
GX659,CL,O,8/07/2001,Carter Reef,CARTER REEF,14137S,2002,10,-14.55,145.5833333,C,C,PZ/BZ/NS,Preservation,3,4,2,0,0,0,0,6
GX660,CL,O,8/07/2001,Carter Reef,CARTER REEF,14137S,2002,10,-14.55,145.5833333,C,C,PZ/BZ/NS,Preservation,3,5,2,0,0,0,0,9
GY020,CB,O,5/08/2001,One Tree Island,ONE TREE REEF,23055S,2002,10,-23.5,152.0666667,C,C,SR,Scientific Research,1,1,5,0,0,0,0,3
GY021,CB,O,5/08/2001,One Tree Island,ONE TREE REEF,23055S,2002,10,-23.5,152.0666667,C,C,SR,Scientific Research,1,2,0,0,0,0,0,2
GY022,CB,O,5/08/2001,One Tree Island,ONE TREE REEF,23055S,2002,10,-23.5,152.0666667,C,C,SR,Scientific Research,1,3,0,0,0,0,0,2
GY023,CB,O,5/08/2001,One Tree Island,ONE TREE REEF,23055S,2002,10,-23.5,152.0666667,C,C,SR,Scientific Research,1,4,1,0,0,0,0,2
GY024,CB,O,5/08/2001,One Tree Island,ONE TREE REEF,23055S,2002,10,-23.5,152.0666667,C,C,SR,Scientific Research,1,5,1,0,0,0,0,1
GY025,CB,O,5/08/2001,One Tree Island,ONE TREE REEF,23055S,2002,10,-23.5,152.0666667,C,C,SR,Scientific Research,2,1,1,0,0,0,0,1
GY026,CB,O,5/08/2001,One Tree Island,ONE TREE REEF,23055S,2002,10,-23.5,152.0666667,C,C,SR,Scientific Research,2,2,1,0,0,0,0,1
GY027,CB,O,5/08/2001,One Tree Island,ONE TREE REEF,23055S,2002,10,-23.5,152.0666667,C,C,SR,Scientific Research,2,3,0,0,0,0,0,3
GY028,CB,O,5/08/2001,One Tree Island,ONE TREE REEF,23055S,2002,10,-23.5,152.0666667,C,C,SR,Scientific Research,2,4,0,0,0,0,0,2
GY029,CB,O,5/08/2001,One Tree Island,ONE TREE REEF,23055S,2002,10,-23.5,152.0666667,C,C,SR,Scientific Research,2,5,1,0,0,0,0,2
GY030,CB,O,5/08/2001,One Tree Island,ONE TREE REEF,23055S,2002,10,-23.5,152.0666667,C,C,SR,Scientific Research,3,1,1,0,0,0,0,2
GY031,CB,O,5/08/2001,One Tree Island,ONE TREE REEF,23055S,2002,10,-23.5,152.0666667,C,C,SR,Scientific Research,3,2,3,0,0,0,0,2
GY032,CB,O,5/08/2001,One Tree Island,ONE TREE REEF,23055S,2002,10,-23.5,152.0666667,C,C,SR,Scientific Research,3,3,2,0,0,0,0,1
GY033,CB,O,5/08/2001,One Tree Island,ONE TREE REEF,23055S,2002,10,-23.5,152.0666667,C,C,SR,Scientific Research,3,4,1,0,0,0,0,4
GY034,CB,O,5/08/2001,One Tree Island,ONE TREE REEF,23055S,2002,10,-23.5,152.0666667,C,C,SR,Scientific Research,3,5,0,0,0,0,0,2
GY035,CB,O,6/08/2001,Lady Musgrave Island,LADY MUSGRAVE REEF,23082S,2002,10,-23.90833333,152.4083333,O,O,GUB/MNPB,General Use,1,1,2,0,0,0,0,0
GY036,CB,O,6/08/2001,Lady Musgrave Island,LADY MUSGRAVE REEF,23082S,2002,10,-23.90833333,152.4083333,O,O,GUB/MNPB,General Use,1,2,10,0,0,0,0,0
GY037,CB,O,6/08/2001,Lady Musgrave Island,LADY MUSGRAVE REEF,23082S,2002,10,-23.90833333,152.4083333,O,O,GUB/MNPB,General Use,1,3,4,0,0,0,0,0
GY038,CB,O,6/08/2001,Lady Musgrave Island,LADY MUSGRAVE REEF,23082S,2002,10,-23.90833333,152.4083333,O,O,GUB/MNPB,General Use,1,4,4,0,0,0,0,0
GY039,CB,O,6/08/2001,Lady Musgrave Island,LADY MUSGRAVE REEF,23082S,2002,10,-23.90833333,152.4083333,O,O,GUB/MNPB,General Use,1,5,4,0,0,0,0,0
GY040,CB,O,6/08/2001,Lady Musgrave Island,LADY MUSGRAVE REEF,23082S,2002,10,-23.90833333,152.4083333,O,O,GUB/MNPB,General Use,2,1,0,0,0,0,0,1
GY041,CB,O,6/08/2001,Lady Musgrave Island,LADY MUSGRAVE REEF,23082S,2002,10,-23.90833333,152.4083333,O,O,GUB/MNPB,General Use,2,2,2,0,0,0,0,2
GY042,CB,O,6/08/2001,Lady Musgrave Island,LADY MUSGRAVE REEF,23082S,2002,10,-23.90833333,152.4083333,O,O,GUB/MNPB,General Use,2,3,1,0,0,0,0,3
GY043,CB,O,6/08/2001,Lady Musgrave Island,LADY MUSGRAVE REEF,23082S,2002,10,-23.90833333,152.4083333,O,O,GUB/MNPB,General Use,2,4,1,0,0,0,0,2
GY044,CB,O,6/08/2001,Lady Musgrave Island,LADY MUSGRAVE REEF,23082S,2002,10,-23.90833333,152.4083333,O,O,GUB/MNPB,General Use,2,5,0,0,0,0,0,1
GY045,CB,O,6/08/2001,Lady Musgrave Island,LADY MUSGRAVE REEF,23082S,2002,10,-23.90833333,152.4083333,O,O,GUB/MNPB,General Use,3,1,1,0,0,0,0,0
GY046,CB,O,6/08/2001,Lady Musgrave Island,LADY MUSGRAVE REEF,23082S,2002,10,-23.90833333,152.4083333,O,O,GUB/MNPB,General Use,3,2,2,0,0,0,0,0
GY047,CB,O,6/08/2001,Lady Musgrave Island,LADY MUSGRAVE REEF,23082S,2002,10,-23.90833333,152.4083333,O,O,GUB/MNPB,General Use,3,3,2,0,0,0,0,0
GY048,CB,O,6/08/2001,Lady Musgrave Island,LADY MUSGRAVE REEF,23082S,2002,10,-23.90833333,152.4083333,O,O,GUB/MNPB,General Use,3,4,0,0,0,0,0,0
GY049,CB,O,6/08/2001,Lady Musgrave Island,LADY MUSGRAVE REEF,23082S,2002,10,-23.90833333,152.4083333,O,O,GUB/MNPB,General Use,3,5,4,0,0,0,0,0
GY050,CB,O,7/08/2001,Wreck Island,WRECK ISLAND REEF,23051S,2002,10,-23.33333333,151.9666667,C,C,PZ,Preservation,1,1,9,0,0,0,0,3
GY051,CB,O,7/08/2001,Wreck Island,WRECK ISLAND REEF,23051S,2002,10,-23.33333333,151.9666667,C,C,PZ,Preservation,1,2,5,0,0,0,0,4
GY052,CB,O,7/08/2001,Wreck Island,WRECK ISLAND REEF,23051S,2002,10,-23.33333333,151.9666667,C,C,PZ,Preservation,1,3,6,0,0,0,0,5
GY053,CB,O,7/08/2001,Wreck Island,WRECK ISLAND REEF,23051S,2002,10,-23.33333333,151.9666667,C,C,PZ,Preservation,1,4,2,0,0,0,0,3
GY054,CB,O,7/08/2001,Wreck Island,WRECK ISLAND REEF,23051S,2002,10,-23.33333333,151.9666667,C,C,PZ,Preservation,1,5,5,0,0,0,0,3
GY055,CB,O,7/08/2001,Wreck Island,WRECK ISLAND REEF,23051S,2002,10,-23.33333333,151.9666667,C,C,PZ,Preservation,2,1,10,0,0,0,0,0
